strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_hold_4d_close,MP,2025-09-08,62.6563,,,2025-09-12,63.5036,hold_4d_close,3361,210587.71,2848.05,0.013524,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=3.45; raw_entry=open:62.6500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-05 00:00:00; filter_close=63.0500; filter_ma50=59.3884; filter_avg_value_10=600.66; filter_adr20=6.54; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WLDN,2025-09-09,97.1397,,,2025-09-15,98.7301,hold_4d_close,2192,212930.24,3486.19,0.016372,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=0.43; raw_entry=open:97.1300; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-08 00:00:00; filter_close=97.6500; filter_ma50=91.6490; filter_avg_value_10=49.81; filter_adr20=5.44; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PGEN,2025-09-10,4.1204,,,2025-09-16,3.8896,hold_4d_close,51851,213647.48,-11967.25,-0.056014,,,,4,99.0,entry=rsi2_next_open; setup_rsi2=4.66; raw_entry=open:4.1200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-09 00:00:00; filter_close=4.1300; filter_ma50=2.5184; filter_avg_value_10=38.71; filter_adr20=11.54; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,LQDA,2025-09-11,27.3027,,,2025-09-17,24.9975,hold_4d_close,7874,214981.69,-18151.38,-0.084432,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=4.42; raw_entry=open:27.3000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-10 00:00:00; filter_close=27.2900; filter_ma50=21.0392; filter_avg_value_10=62.18; filter_adr20=4.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,INDV,2025-09-12,23.5224,,,2025-09-18,22.8877,hold_4d_close,8980,211230.73,-5699.09,-0.02698,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=3.19; raw_entry=open:23.5200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-11 00:00:00; filter_close=23.8800; filter_ma50=20.4568; filter_avg_value_10=51.87; filter_adr20=2.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WWW,2025-09-12,30.0294,,,2025-09-18,29.9348,hold_4d_close,7024,210926.45,-664.67,-0.003151,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=2.84; raw_entry=open:30.0264; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-11 00:00:00; filter_close=30.0559; filter_ma50=25.3307; filter_avg_value_10=49.90; filter_adr20=3.15; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PGEN,2025-09-16,3.6304,,,2025-09-22,3.8496,hold_4d_close,57995,210542.91,12715.51,0.060394,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:3.6300; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-15 00:00:00; filter_close=3.5900; filter_ma50=2.7084; filter_avg_value_10=28.11; filter_adr20=10.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,AEO,2025-09-23,17.8099,,,2025-09-29,16.9043,hold_4d_close,11853,211101.19,-10734.64,-0.050851,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=4.46; raw_entry=open:17.8082; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-22 00:00:00; filter_close=17.6022; filter_ma50=13.5105; filter_avg_value_10=225.04; filter_adr20=5.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,OPEN,2025-09-24,7.6008,,,2025-09-30,7.9692,hold_4d_close,27734,210799.48,10218.39,0.048474,,,,4,99.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:7.6000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-23 00:00:00; filter_close=7.0900; filter_ma50=4.3901; filter_avg_value_10=3942.23; filter_adr20=17.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,LDI,2025-09-24,3.2603,,,2025-09-30,3.0697,hold_4d_close,65192,212547.17,-12427.75,-0.058471,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=3.19; raw_entry=open:3.2600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-23 00:00:00; filter_close=3.2900; filter_ma50=2.3886; filter_avg_value_10=97.66; filter_adr20=13.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,RDDT,2025-09-24,241.5341,,,2025-09-30,229.967,hold_4d_close,879,212308.51,-10167.52,-0.04789,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=3.18; raw_entry=open:241.5100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-23 00:00:00; filter_close=237.4500; filter_ma50=210.6552; filter_avg_value_10=1688.32; filter_adr20=5.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,CRDO,2025-09-25,139.849,,,2025-10-01,144.8955,hold_4d_close,1527,213549.41,7706.04,0.036086,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=3.39; raw_entry=open:139.8350; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-24 00:00:00; filter_close=149.3800; filter_ma50=126.0377; filter_avg_value_10=955.62; filter_adr20=5.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,ALAB,2025-09-25,192.5693,,,2025-10-01,194.4805,hold_4d_close,1113,214329.58,2127.27,0.009925,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=2.03; raw_entry=open:192.5500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-24 00:00:00; filter_close=205.2700; filter_ma50=176.1082; filter_avg_value_10=1778.86; filter_adr20=6.42; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PGY,2025-09-25,33.9734,,,2025-10-01,29.907,hold_4d_close,6338,215323.4,-25772.78,-0.119693,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=3.11; raw_entry=open:33.9700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-24 00:00:00; filter_close=35.1200; filter_ma50=34.1576; filter_avg_value_10=162.34; filter_adr20=7.00; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,LITE,2025-09-25,146.6347,,,2025-10-01,171.3829,hold_4d_close,1471,215699.58,36404.6,0.168775,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=4.37; raw_entry=open:146.6200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-24 00:00:00; filter_close=152.7500; filter_ma50=128.2259; filter_avg_value_10=640.97; filter_adr20=4.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,BMNR,2025-09-26,49.5704,,,2025-10-02,56.4778,hold_4d_close,4373,216771.36,30205.89,0.139344,,,,4,99.0,entry=rsi2_next_open; setup_rsi2=4.80; raw_entry=open:49.5654; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-25 00:00:00; filter_close=49.5554; filter_ma50=46.9770; filter_avg_value_10=3185.05; filter_adr20=8.57; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PRCH,2025-09-26,17.4517,,,2025-10-02,16.7983,hold_4d_close,12445,217186.98,-8131.89,-0.037442,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=3.91; raw_entry=open:17.4500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-25 00:00:00; filter_close=17.3900; filter_ma50=15.8671; filter_avg_value_10=45.78; filter_adr20=4.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,LASR,2025-09-26,28.2228,,,2025-10-02,31.0969,hold_4d_close,7679,216723.04,22069.98,0.101835,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=4.78; raw_entry=open:28.2200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-25 00:00:00; filter_close=28.0400; filter_ma50=25.8056; filter_avg_value_10=28.68; filter_adr20=4.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,U,2025-09-26,41.8042,,,2025-10-02,39.0961,hold_4d_close,5201,217423.54,-14084.78,-0.06478,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=1.79; raw_entry=open:41.8000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-25 00:00:00; filter_close=42.1100; filter_ma50=38.7082; filter_avg_value_10=440.85; filter_adr20=4.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,P,2025-09-29,83.7384,,,2025-10-03,86.8713,hold_4d_close,2578,215877.53,8076.7,0.037413,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=4.06; raw_entry=open:83.7300; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-26 00:00:00; filter_close=82.4000; filter_ma50=68.2984; filter_avg_value_10=283.79; filter_adr20=3.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,RZLV,2025-09-30,5.4205,,,2025-10-06,6.5543,hold_4d_close,38751,210051.43,43935.97,0.209168,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=4.20; raw_entry=open:5.4200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-29 00:00:00; filter_close=5.2400; filter_ma50=4.2486; filter_avg_value_10=158.25; filter_adr20=13.18; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,FGI,2025-09-30,5.6406,,,2025-10-06,6.3794,hold_4d_close,36937,208345.51,27288.99,0.13098,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=3.31; raw_entry=open:5.6400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-29 00:00:00; filter_close=5.8000; filter_ma50=4.6385; filter_avg_value_10=40.37; filter_adr20=12.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,AMPX,2025-10-01,10.481,,,2025-10-07,12.6687,hold_4d_close,20025,209882.98,43808.4,0.208728,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:10.4800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-30 00:00:00; filter_close=10.5200; filter_ma50=8.2866; filter_avg_value_10=116.52; filter_adr20=9.30; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PSIX,2025-10-01,97.9798,,,2025-10-07,84.3516,hold_4d_close,2173,212910.1,-29614.15,-0.139092,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=2.21; raw_entry=open:97.9700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-30 00:00:00; filter_close=98.2200; filter_ma50=92.3634; filter_avg_value_10=74.69; filter_adr20=7.39; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,IONQ,2025-10-01,61.3911,,,2025-10-07,79.2221,hold_4d_close,3449,211738.03,61498.92,0.290448,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=3.05; raw_entry=open:61.3850; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-09-30 00:00:00; filter_close=61.5000; filter_ma50=47.8678; filter_avg_value_10=2635.51; filter_adr20=8.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,HSAI,2025-10-02,27.8928,,,2025-10-08,26.8673,hold_4d_close,8065,224955.34,-8270.45,-0.036765,,,,4,91.0,entry=rsi2_next_open; setup_rsi2=2.19; raw_entry=open:27.8900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-01 00:00:00; filter_close=27.5900; filter_ma50=25.2750; filter_avg_value_10=90.94; filter_adr20=5.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,APP,2025-10-07,595.2745,,,2025-10-13,590.051,hold_4d_close,383,227990.15,-2000.63,-0.008775,,,,4,91.0,entry=rsi2_next_open; setup_rsi2=2.10; raw_entry=open:595.2150; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-06 00:00:00; filter_close=587.0000; filter_ma50=516.7450; filter_avg_value_10=5036.27; filter_adr20=5.08; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,DNTH,2025-10-07,34.4734,,,2025-10-13,34.4166,hold_4d_close,6669,229903.43,-379.41,-0.00165,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=4.81; raw_entry=open:34.4700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-06 00:00:00; filter_close=34.4600; filter_ma50=28.4178; filter_avg_value_10=25.35; filter_adr20=7.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WBD,2025-10-09,17.8418,,,2025-10-15,18.4482,hold_4d_close,12829,228892.25,7779.14,0.033986,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=3.24; raw_entry=open:17.8400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-08 00:00:00; filter_close=17.8900; filter_ma50=14.7894; filter_avg_value_10=636.38; filter_adr20=6.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,NKTR,2025-10-10,55.7056,,,2025-10-16,54.9545,hold_4d_close,4067,226554.56,-3054.59,-0.013483,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=4.05; raw_entry=open:55.7000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-09 00:00:00; filter_close=55.6400; filter_ma50=40.3484; filter_avg_value_10=49.74; filter_adr20=6.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,STX,2025-10-10,219.4624,,,2025-10-16,225.0235,hold_4d_close,1029,225826.84,5722.33,0.025339,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=4.63; raw_entry=open:219.4405; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-09 00:00:00; filter_close=220.7348; filter_ma50=188.3953; filter_avg_value_10=1305.46; filter_adr20=4.62; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,UMAC,2025-10-13,13.7814,,,2025-10-17,12.3388,hold_4d_close,16602,228798.43,-23950.24,-0.104678,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=2.34; raw_entry=open:13.7800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-10 00:00:00; filter_close=13.3700; filter_ma50=11.5594; filter_avg_value_10=68.51; filter_adr20=11.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,RZLV,2025-10-13,5.3805,,,2025-10-17,4.8695,hold_4d_close,42689,229689.79,-21815.16,-0.094977,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=3.67; raw_entry=open:5.3800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-10 00:00:00; filter_close=5.1300; filter_ma50=4.7804; filter_avg_value_10=222.07; filter_adr20=13.86; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,TTMI,2025-10-13,55.8156,,,2025-10-17,57.1543,hold_4d_close,4121,230016.01,5516.79,0.023984,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=4.74; raw_entry=open:55.8100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-10 00:00:00; filter_close=53.5800; filter_ma50=49.0074; filter_avg_value_10=167.85; filter_adr20=5.44; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,OPEN,2025-10-14,7.0207,,,2025-10-20,7.3693,hold_4d_close,32839,230552.83,11446.39,0.049648,,,,4,99.0,entry=rsi2_next_open; setup_rsi2=4.85; raw_entry=open:7.0200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-13 00:00:00; filter_close=7.2700; filter_ma50=6.1171; filter_avg_value_10=1497.61; filter_adr20=12.19; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,BETR,2025-10-15,52.5052,,,2025-10-21,74.8825,hold_4d_close,4432,232703.27,99176.02,0.426191,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=4.32; raw_entry=open:52.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-14 00:00:00; filter_close=49.9200; filter_ma50=33.3661; filter_avg_value_10=59.07; filter_adr20=23.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,INOD,2025-10-15,80.7681,,,2025-10-21,77.0223,hold_4d_close,2921,235923.56,-10941.43,-0.046377,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=4.75; raw_entry=open:80.7600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-14 00:00:00; filter_close=75.8300; filter_ma50=58.1868; filter_avg_value_10=162.80; filter_adr20=7.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,DGNX,2025-10-17,126.4126,,,2025-10-23,114.5485,hold_4d_close,1820,230071.01,-21592.66,-0.093852,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=4.10; raw_entry=open:126.4000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-16 00:00:00; filter_close=133.3600; filter_ma50=98.9266; filter_avg_value_10=36.26; filter_adr20=20.62; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,NBIS,2025-10-20,116.8017,,,2025-10-24,117.2483,hold_4d_close,2022,236173.0,903.02,0.003824,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=4.36; raw_entry=open:116.7900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-17 00:00:00; filter_close=113.4400; filter_ma50=93.3760; filter_avg_value_10=2166.31; filter_adr20=7.59; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,JMIA,2025-10-20,10.8911,,,2025-10-24,10.8789,hold_4d_close,21541,234604.96,-262.31,-0.001118,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=4.89; raw_entry=open:10.8900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-17 00:00:00; filter_close=10.7500; filter_ma50=9.9766; filter_avg_value_10=42.81; filter_adr20=6.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,KTOS,2025-10-20,87.2887,,,2025-10-24,91.1709,hold_4d_close,2691,234893.96,10446.88,0.044475,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=1.75; raw_entry=open:87.2800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-17 00:00:00; filter_close=83.1200; filter_ma50=77.6322; filter_avg_value_10=516.99; filter_adr20=6.10; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,AVAV,2025-10-20,361.1461,,,2025-10-24,378.5022,hold_4d_close,649,234383.82,11264.08,0.048058,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=3.56; raw_entry=open:361.1100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-17 00:00:00; filter_close=350.5900; filter_ma50=289.8272; filter_avg_value_10=506.91; filter_adr20=5.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,HOOD,2025-10-20,133.4383,,,2025-10-24,139.776,hold_4d_close,1760,234851.49,11154.3,0.047495,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=4.27; raw_entry=open:133.4250; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-17 00:00:00; filter_close=129.9100; filter_ma50=121.4698; filter_avg_value_10=3755.82; filter_adr20=5.26; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,SKYT,2025-10-20,15.8916,,,2025-10-24,17.2983,hold_4d_close,14809,235338.55,20831.52,0.088517,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=3.33; raw_entry=open:15.8900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-17 00:00:00; filter_close=15.3700; filter_ma50=14.0979; filter_avg_value_10=38.07; filter_adr20=10.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,DPRO,2025-10-21,8.8109,,,2025-10-27,9.529,hold_4d_close,26407,232668.95,18964.59,0.081509,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=4.41; raw_entry=open:8.8100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-20 00:00:00; filter_close=8.6800; filter_ma50=6.7335; filter_avg_value_10=74.03; filter_adr20=17.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,HIVE,2025-10-21,5.4905,,,2025-10-27,5.8994,hold_4d_close,42444,233040.85,17353.71,0.074466,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=4.64; raw_entry=open:5.4900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-20 00:00:00; filter_close=5.5900; filter_ma50=3.8562; filter_avg_value_10=263.73; filter_adr20=11.19; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,IREN,2025-10-22,53.6554,,,2025-10-28,62.4138,hold_4d_close,4102,220094.31,35926.91,0.163234,,,,4,99.0,entry=rsi2_next_open; setup_rsi2=4.19; raw_entry=open:53.6500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-21 00:00:00; filter_close=55.1950; filter_ma50=38.8713; filter_avg_value_10=3102.51; filter_adr20=11.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,RGTI,2025-10-22,38.5239,,,2025-10-28,37.0663,hold_4d_close,5694,219354.82,-8299.35,-0.037835,,,,4,99.0,entry=rsi2_next_open; setup_rsi2=3.71; raw_entry=open:38.5200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-21 00:00:00; filter_close=40.0000; filter_ma50=27.2990; filter_avg_value_10=6549.46; filter_adr20=13.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,OKLO,2025-10-22,132.8233,,,2025-10-28,132.2668,hold_4d_close,1641,217963.0,-913.23,-0.00419,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=3.65; raw_entry=open:132.8100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-21 00:00:00; filter_close=139.4400; filter_ma50=105.6040; filter_avg_value_10=3858.95; filter_adr20=10.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PLUG,2025-10-22,3.0403,,,2025-10-28,2.7897,hold_4d_close,71010,215891.98,-17793.9,-0.08242,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=3.49; raw_entry=open:3.0400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-21 00:00:00; filter_close=3.1200; filter_ma50=2.3194; filter_avg_value_10=573.65; filter_adr20=13.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,HBM,2025-10-22,14.9868,,,2025-10-28,16.1534,hold_4d_close,14348,215031.1,16737.26,0.077836,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=3.08; raw_entry=open:14.9853; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-21 00:00:00; filter_close=15.2153; filter_ma50=13.7721; filter_avg_value_10=139.60; filter_adr20=4.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,KEEL,2025-10-23,4.0104,,,2025-10-29,4.2596,hold_4d_close,57267,229663.65,14269.39,0.062132,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=3.84; raw_entry=open:4.0100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-22 00:00:00; filter_close=3.9400; filter_ma50=2.6869; filter_avg_value_10=838.88; filter_adr20=13.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,BE,2025-10-23,94.2494,,,2025-10-29,133.6966,hold_4d_close,2446,230534.09,96487.89,0.418541,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=2.36; raw_entry=open:94.2400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-22 00:00:00; filter_close=94.3700; filter_ma50=72.7002; filter_avg_value_10=1475.57; filter_adr20=10.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WWR,2025-10-23,1.5302,,,2025-10-29,1.3599,hold_4d_close,151819,232306.29,-25853.1,-0.111289,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=4.18; raw_entry=open:1.5300; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-22 00:00:00; filter_close=1.5400; filter_ma50=1.1284; filter_avg_value_10=57.39; filter_adr20=22.21; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,NAK,2025-10-23,1.8302,,,2025-10-29,2.0198,hold_4d_close,127178,232759.02,24114.85,0.103604,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=3.64; raw_entry=open:1.8300; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-22 00:00:00; filter_close=1.8600; filter_ma50=1.2422; filter_avg_value_10=91.94; filter_adr20=15.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,BKKT,2025-10-23,28.0328,,,2025-10-29,26.0274,hold_4d_close,8330,233513.25,-16705.03,-0.071538,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=2.32; raw_entry=open:28.0300; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-22 00:00:00; filter_close=28.1000; filter_ma50=20.0148; filter_avg_value_10=92.29; filter_adr20=21.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,QBTS,2025-10-23,32.6033,,,2025-10-29,34.2566,hold_4d_close,7176,233960.98,11864.18,0.05071,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=2.01; raw_entry=open:32.6000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-22 00:00:00; filter_close=27.2900; filter_ma50=24.1718; filter_avg_value_10=2350.74; filter_adr20=13.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WULF,2025-10-23,12.7713,,,2025-10-29,14.4985,hold_4d_close,18233,232858.7,31493.36,0.135247,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=3.73; raw_entry=open:12.7700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-22 00:00:00; filter_close=12.6200; filter_ma50=10.9566; filter_avg_value_10=613.46; filter_adr20=9.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,ASTS,2025-10-23,71.8822,,,2025-10-29,80.052,hold_4d_close,3242,233042.05,26486.5,0.113655,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=1.71; raw_entry=open:71.8750; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-22 00:00:00; filter_close=71.3500; filter_ma50=56.6542; filter_avg_value_10=1367.83; filter_adr20=10.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,SEI,2025-10-23,46.9483,,,2025-10-29,51.7562,hold_4d_close,4963,233004.28,23861.7,0.102409,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=3.24; raw_entry=open:46.9436; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-22 00:00:00; filter_close=46.1771; filter_ma50=36.7170; filter_avg_value_10=183.89; filter_adr20=8.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,COGT,2025-10-23,14.8615,,,2025-10-29,15.9984,hold_4d_close,15696,233265.88,17845.01,0.076501,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=3.17; raw_entry=open:14.8600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-10-22 00:00:00; filter_close=14.8500; filter_ma50=13.5817; filter_avg_value_10=34.86; filter_adr20=5.77; rs_bucket=rs90_100
